worker_id,paid,task_id,batch_name,unit_id,try_last,try_current,dimension_index,dimension_name,timestamp_start,timestamp_start_parsed,selection_index,selection_value,selection_label,selection_timestamp,selection_timestamp_parsed,selection_time_elapsed,timestamp_end,timestamp_end_parsed,document_index,document_id
A270Z11G9U45GJ,True,sctask,scbatch,unit_3,1,1,2,truthfulness-2,1673201850.0,2023-01-08 19:17:30,3,0,Lie,1673201930.045,2023-01-08 19:18:50.045000,25.011,1673202130.04,2023-01-08 19:22:10.040000,0,41947
A270Z11G9U45GJ,True,sctask,scbatch,unit_3,1,1,0,truthfulness-1,1673201850.0,2023-01-08 19:17:30,0,5,True,1673202005.504,2023-01-08 19:20:05.504000,155.504,1673202130.04,2023-01-08 19:22:10.040000,1,25842
A270Z11G9U45GJ,True,sctask,scbatch,unit_3,1,1,1,explanation-quality,1673201850.0,2023-01-08 19:17:30,1,79,,1673202011.668,2023-01-08 19:20:11.668000,6.164,1673202130.04,2023-01-08 19:22:10.040000,1,25842
A270Z11G9U45GJ,True,sctask,scbatch,unit_3,1,1,2,truthfulness-2,1673201850.0,2023-01-08 19:17:30,2,5,True,1673202029.432,2023-01-08 19:20:29.432000,17.764,1673202130.04,2023-01-08 19:22:10.040000,1,25842
A270Z11G9U45GJ,True,sctask,scbatch,unit_3,1,1,0,truthfulness-1,1673201850.0,2023-01-08 19:17:30,0,0,Lie,1673202171.771,2023-01-08 19:22:51.771000,321.771,1673202130.04,2023-01-08 19:22:10.040000,2,41947
A270Z11G9U45GJ,True,sctask,scbatch,unit_3,1,1,1,explanation-quality,1673201850.0,2023-01-08 19:17:30,1,100,,1673202173.763,2023-01-08 19:22:53.763000,1.992,1673202130.04,2023-01-08 19:22:10.040000,2,41947
A270Z11G9U45GJ,True,sctask,scbatch,unit_3,1,1,2,truthfulness-2,1673201850.0,2023-01-08 19:17:30,2,0,Lie,1673202205.002,2023-01-08 19:23:25.002000,31.239,1673202130.04,2023-01-08 19:22:10.040000,2,41947
AMUFIJCOP7UOA,True,sctask,scbatch,unit_11,1,1,0,truthfulness-1,1673353267.0,2023-01-10 13:21:07,0,5,True,1673353275.893,2023-01-10 13:21:15.893000,8.893,1673353448.28,2023-01-10 13:24:08.280000,0,25842
AMUFIJCOP7UOA,True,sctask,scbatch,unit_11,1,1,0,truthfulness-1,1673353267.0,2023-01-10 13:21:07,1,4,Mostly True,1673353276.339,2023-01-10 13:21:16.339000,0.446,1673353448.28,2023-01-10 13:24:08.280000,0,25842
AMUFIJCOP7UOA,True,sctask,scbatch,unit_11,1,1,1,explanation-quality,1673353267.0,2023-01-10 13:21:07,2,82,,1673353278.229,2023-01-10 13:21:18.229000,1.89,1673353448.28,2023-01-10 13:24:08.280000,0,25842
AMUFIJCOP7UOA,True,sctask,scbatch,unit_11,1,1,1,explanation-quality,1673353267.0,2023-01-10 13:21:07,3,95,,1673353279.74,2023-01-10 13:21:19.740000,1.511,1673353448.28,2023-01-10 13:24:08.280000,0,25842
AMUFIJCOP7UOA,True,sctask,scbatch,unit_11,1,1,0,truthfulness-1,1673353267.0,2023-01-10 13:21:07,4,5,True,1673353280.966,2023-01-10 13:21:20.966000,1.226,1673353448.28,2023-01-10 13:24:08.280000,0,25842
AMUFIJCOP7UOA,True,sctask,scbatch,unit_11,1,1,2,truthfulness-2,1673353267.0,2023-01-10 13:21:07,5,5,True,1673353293.165,2023-01-10 13:21:33.165000,12.199,1673353448.28,2023-01-10 13:24:08.280000,0,25842
AMUFIJCOP7UOA,True,sctask,scbatch,unit_11,1,1,0,truthfulness-1,1673353267.0,2023-01-10 13:21:07,0,5,True,1673353386.335,2023-01-10 13:23:06.335000,119.335,1673353448.28,2023-01-10 13:24:08.280000,1,41947
AMUFIJCOP7UOA,True,sctask,scbatch,unit_11,1,1,1,explanation-quality,1673353267.0,2023-01-10 13:21:07,1,75,,1673353393.377,2023-01-10 13:23:13.377000,7.042,1673353448.28,2023-01-10 13:24:08.280000,1,41947
AMUFIJCOP7UOA,True,sctask,scbatch,unit_11,1,1,0,truthfulness-1,1673353267.0,2023-01-10 13:21:07,2,1,False,1673353426.707,2023-01-10 13:23:46.707000,33.33,1673353448.28,2023-01-10 13:24:08.280000,1,41947
AMUFIJCOP7UOA,True,sctask,scbatch,unit_11,1,1,0,truthfulness-1,1673353267.0,2023-01-10 13:21:07,3,0,Lie,1673353428.535,2023-01-10 13:23:48.535000,1.828,1673353448.28,2023-01-10 13:24:08.280000,1,41947
AMUFIJCOP7UOA,True,sctask,scbatch,unit_11,1,1,2,truthfulness-2,1673353267.0,2023-01-10 13:21:07,4,0,Lie,1673353431.285,2023-01-10 13:23:51.285000,2.75,1673353448.28,2023-01-10 13:24:08.280000,1,41947
AMUFIJCOP7UOA,True,sctask,scbatch,unit_11,1,1,0,truthfulness-1,1673353267.0,2023-01-10 13:21:07,0,5,True,1673353467.392,2023-01-10 13:24:27.392000,200.392,1673353448.28,2023-01-10 13:24:08.280000,2,25842
AMUFIJCOP7UOA,True,sctask,scbatch,unit_11,1,1,1,explanation-quality,1673353267.0,2023-01-10 13:21:07,1,90,,1673353471.897,2023-01-10 13:24:31.897000,4.505,1673353448.28,2023-01-10 13:24:08.280000,2,25842
AMUFIJCOP7UOA,True,sctask,scbatch,unit_11,1,1,2,truthfulness-2,1673353267.0,2023-01-10 13:21:07,2,5,True,1673353484.293,2023-01-10 13:24:44.293000,12.396,1673353448.28,2023-01-10 13:24:08.280000,2,25842
